,data,label
481,races,1
482,tlon,1
483,were,1
484,at,1
485,llablllty,0
486,that,1
487,have,1
488,1ncreased,0
489,the,1
490,and,1
491,the,1
492,Trada,1
493,competltlon,0
494,b.,0
495,"own,",1
496,pressures,1
497,hear,1
498,urged,1
499,regulatlons,0
500,"Acryllonlterlle,",0
501,before,1
502,wage/prlce,0
503,Since,1
504,Water,1
505,has,1
506,"Videotapes,",0
507,"basls,",1
508,Congress,1
509,dlstlngulshed,0
510,of,1
511,tax,1
512,better,1
513,should,1
514,(R.7N.Y.7,0
515,that,1
516,countless,0
517,chemlcal,0
518,Laboratory,1
519,Between,1
520,request,1
521,Hlth,0
522,the,1
523,"offlces,",1
524,complalnt,0
525,the,1
526,THE,1
527,of,1
528,worklng,0
529,Safety,1
530,televlslon,0
531,leglslatlon,0
532,of,1
533,by,0
534,"Use,",1
535,Proposltlon,0
536,mechanlsm.,0
537,The,1
538,of,1
539,that,1
540,Senlor,1
541,CHAIRMAN,1
542,for,1
543,of,1
544,chemlcal,0
545,Meetlng,0
546,1934.,0
547,they,1
548,7,0
549,"seconded,",1
550,lost,1
551,the,1
552,cholce,1
553,DSBA...5,0
554,bullds,0
555,documents,0
556,toward,1
557,"Programs,",0
558,Agency,0
559,Resources,1
560,Th1:,0
561,generlc,1
562,310,0
563,1:,0
564,to,1
565,governmnt.,0
566,document,1
567,Relatlons,1
568,7,0
569,CMA'S,0
570,Manufacturers,0
571,pollcy,0
572,achleve,1
573,of,1
574,thelr,1
575,recommendatlons.,0
576,OMB,1
577,that,1
578,037040,0
579,will,1
580,1ndustr1es,0
581,m,0
582,other,1
583,be,1
584,Carl,1
585,facture,1
586,Congress,1
587,the,1
588,"Act,",0
589,for,1
590,will,1
591,and,1
592,Control,1
593,reopenlng,0
594,"health,",1
595,Court,1
596,the,1
597,Elbert,0
598,recently,1
599,chemlcal,0
600,7,0
601,program.,1
602,for,1
603,must,1
604,result,1
605,requlrements,0
606,CMA,1
607,health,1
608,He,1
609,play.,1
610,tratlve,1
611,concern,1
612,condones,1
613,peer,1
614,fundlng.,0
615,contlnues,0
616,to,1
617,has,1
618,reactlons,1
619,3,0
620,consumptlon.,0
621,Developments,0
622,safety,1
623,"chemlcals,",0
624,by,0
625,budget,1
626,multlnatlonal,0
627,of,1
628,to,1
629,severe,1
630,employed,1
631,funded,1
632,ﬁlled,1
633,the,1
634,to,1
635,5:36:,0
636,and,1
637,EFA'S,0
638,15,0
639,1n,0
640,Rules,1
641,situations,1
642,1:,0
643,Management,1
644,1:,0
645,1nd1v1dual,0
646,the,1
647,effectlve,0
648,regulatlons,0
649,that,1
650,the,1
651,efforts,1
652,freezlng,0
653,"litigation,",1
654,we,1
655,time,1
656,"moment,",1
657,systems.,0
658,for,1
659,the,1
660,obvlous.,1
661,that,1
662,procedures,1
663,pnmmm,0
664,revlslons,0
665,1:,0
666,"EPA,",1
667,the,1
668,number,1
669,the,1
670,a,1
671,1n,0
672,report,1
673,Hlth,0
674,cm,0
675,"taxes,",1
676,the,1
677,the,1
678,quallty,1
679,by,0
680,1ntellctual,0
681,as,1
682,"leglslatlve,",0
683,Senate,1
684,pollcy,0
685,the,1
686,1nd1cated,0
687,approprlatlons,0
688,pollutants.,0
689,toxlc,1
690,new,1
691,appeals,1
692,Bonsaisenate,1
693,more,1
694,Hlth,0
695,reconslder,0
696,Meetlng,0
697,MacLennan,0
698,trademark,0
699,perspectlve,0
700,negotlated,0
701,and,1
702,conslders,0
703,that,1
704,mm,0
705,reauthorlzatlon.,0
706,mm,0
707,or,1
708,States,1
709,serlous,1
710,tax,1
711,mum's:,1
712,agreement,1
713,reputatlon,1
714,of,1
715,adequacy,1
716,that,1
717,value,1
718,to,1
719,separately,0
720,support,1
721,the,1
722,more,1
723,May,1
724,posslbly,0
725,actlve,1
726,acceptance,0
727,our,1
728,Company,1
729,developed,1
730,15,0
731,Federal,1
732,whlc,0
733,and,1
734,Hlth,0
735,prevent,1
736,three,1
737,on,1
738,ﬁlls,0
739,unpact,1
740,15,0
741,of,1
742,early,1
743,a,1
744,Dlscusslon,0
745,Gamble,1
746,Water,1
747,by,0
748,ultlmate,1
749,malntalned.,0
750,the,1
751,1n,0
752,of,1
753,the,1
754,the,1
755,"iSSuE,",0
756,thls,0
757,of,1
758,proper,1
759,Barnes,1
760,1ntroduced,0
761,effort,1
762,CMA,1
763,the,1
764,September,0
765,proposals,0
766,the,1
767,MCA,1
768,the,1
769,plans,1
770,expan-d,1
771,the,1
772,Congresslonal,0
773,brlef,1
774,employee,1
775,and,1
776,encourage,1
777,for,1
778,Panel,1
779,once,1
780,gasollne,1
781,a,1
782,EPA'S,0
783,3730973733277,0
784,become,1
785,flrst,0
786,1nformatlon...,0
787,dltors',0
788,refoms,1
789,ohm,1
790,Natlonsl,0
791,had,1
792,(:51,0
793,preparationoopmcn,0
794,for,1
795,and,1
796,her,1
797,1ntegrate,0
798,lssue,1
799,Recent,1
800,for,1
801,EPA'S,0
802,and.,1
803,revlslons,0
804,workers',1
805,jolnt,1
806,how,1
807,exlstlng,0
808,testlmony.,0
809,request.,1
810,EPA,1
811,urge,1
812,now,1
813,of,1
814,member,1
815,at,1
816,actlvltles,0
817,EVEN,1
818,Current,1
819,case,1
820,Offlce,0
821,he,1
822,and,1
823,January's,1
824,"Cozporatlon,",0
825,tune,1
826,Regulatlons,0
827,cm,0
828,past,1
829,has,1
830,also,1
831,potentlal,1
832,Relatlons,1
833,natural,1
834,gas,1
835,the,1
836,and,1
837,than,1
838,whlch,0
839,nurtured,1
840,mm,0
841,the,1
842,Presldent,1
843,Company,1
844,a,1
845,Envlronmental,0
846,had,1
847,progress,1
848,the,1
849,be,1
850,15,0
851,CMAD3712,0
852,th,0
853,to,1
854,the,1
855,the,1
856,by,0
857,ma,1
858,and,1
859,1nvolvement.,0
860,(longitem,1
861,cm,0
862,as,1
863,of,1
864,Speclal,1
865,longirange,1
866,LEGISLATION,1
867,1ndustry.,0
868,Vlnyl,0
869,RESPONSE,1
870,passed,1
871,as,1
872,adopted,1
873,at,1
874,1ncrease,0
875,placed,1
876,"Group,",1
877,of,1
878,these,1
879,CMA,1
880,was,1
881,weeks,1
882,'Senate,1
883,preparatlon,0
884,Exxon,1
885,E.,1
886,"July,",1
887,would,1
888,complete,1
889,whlch,0
890,commencmg,0
891,dellberatlons,0
892,address,1
893,"that,",1
894,Communlcatlons,0
895,Manufacturers,0
896,are,1
897,not,1
898,7,0
899,proposals.,0
900,developed,1
901,will,1
902,have,1
903,Government,0
904,.5,0
905,date,1
906,Preferences,1
907,SCRUTINY,1
908,and,1
909,the,1
910,quarterly,0
911,the,1
912,Label,1
913,deslgned,0
914,15,0
915,for,1
916,general,1
917,Manage*,1
918,1,0
919,a,1
920,have,1
921,NATURAL,1
922,much,1
923,sclentlflc,0
924,what,1
925,Internatlonal,0
926,Significant,0
927,flrst,0
928,Agency,0
929,be,1
930,actlons,1
931,rule,1
932,needs,1
933,Leglslatlve,0
934,prlorltles,0
935,the,1
936,the,1
937,and,1
938,Schaefer.,1
939,Dow,1
940,comprlse,0
941,mm,0
942,NCI'S,0
943,1ndustrlal,0
944,gas,1
945,1n,0
946,D1.lkyl,0
947,"soCMA,",0
948,and,1
949,1937.,0
950,bllateral,1
951,and,1
952,the,1
953,1ntervened,0
954,condltlons,0
955,our,1
956,Iran/Contra,0
957,71:,0
958,property,0
959,matrlx,0
960,on,1
961,the,1
962,as,1
963,has,1
964,m,0
965,15,0
966,to,1
967,also,1
968,that,1
969,part,1
970,addltlonal,0
971,on,1
972,understandlng,0
973,the,1
974,039357,0
975,ten,1
976,chemlcal,0
977,completed,0
978,will,1
979,Washlngton,0
980,manage*,1
981,leglslatlon,0
982,on,1
983,or,1
984,to,1
985,a,1
986,of,1
987,on,1
988,and,1
989,1ndustry,0
990,He,1
991,of,1
992,*2adm1n15trator.,0
993,and,1
994,whlch,0
995,1ndustry,0
996,(USTR7,0
997,Damage,1
998,electlon,1
999,were,1
1000,ans,1
1001,early,1
1002,EXXON,1
1003,1935.,0
1004,5.,0
1005,and,1
1006,projectlons,0
1007,by,0
1008,and,1
1009,What,1
1010,do,1
1011,antlclpated,0
1012,m,0
1013,as,1
1014,1ntended,0
1015,at,1
1016,overvlew,1
1017,but,1
1018,the,1
1019,from,1
1020,the,1
1021,TAX,1
1022,to,1
1023,We,1
1024,record,1
1025,hazard,1
1026,atural,1
1027,Jim,1
1028,a.,0
1029,make,1
1030,199571995,0
1031,1,0
1032,responslble,0
1033,Group,1
1034,hearlngs,0
1035,unported,1
1036,Program,1
1037,Hlth,0
1038,of,1
1039,company,1
1040,nnmg,0
1041,them,1
1042,today.,1
1043,"petrochemlcals""",0
1044,before,1
1045,yet,1
1046,Months,1
1047,communlcatlons,0
1048,and,1
1049,bemg,1
1050,15,0
1051,shakeout,1
1052,da,1
1053,MCA,1
1054,are,1
1055,Reform,1
1056,Natlonal,1
1057,regulatlons.,0
1058,was,1
1059,address,1
1060,pollutants.,0
1061,Senate,1
1062,credlt,0
1063,evlous,1
1064,passed,1
1065,regulatlons,0
1066,a,1
1067,the,1
1068,actlon,1
1069,expected,1
1070,Vague.,1
1071,Unlted,0
1072,actlvlty,0
1073,the,1
1074,Chalman:,1
1075,Removal,1
1076,Communlcatlons,0
1077,Legal,1
1078,caused,1
1079,Syntax,0
1080,Elva,1
1081,compounds,0
1082,proposed,1
1083,a,1
1084,jolnt,1
1085,announced,1
1086,gas,1
1087,and,1
1088,payments.,0
1089,not,1
1090,come,1
1091,taxpayers,0
1092,the,1
1093,New,1
1094,CMA'S,0
1095,companles,0
1096,dld,0
1097,are,1
1098,on,1
1099,at,1
1100,test,1
1101,Phthalate,1
1102,1,0
1103,as,1
1104,A.,1
1105,announced,1
1106,for,1
1107,those,1
1108,under,1
1109,037905,0
1110,the,1
1111,and,1
1112,four,1
1113,last,1
1114,urvmzsmu,0
1115,state,1
1116,to,1
1117,and,1
1118,Che,1
1119,comments,1
1120,overslght,0
1121,devlces,1
1122,The,1
1123,of,1
1124,where,1
1125,to,1
1126,may,1
1127,1,0
1128,from,1
1129,he,1
1130,re-ntly,0
1131,each,1
1132,1n,0
1133,ﬁlled,1
1134,Hlth,0
1135,program,1
1136,be,1
1137,a,1
1138,3939,0
1139,CMA'S,0
1140,"seconded,",1
1141,presentatlon,0
1142,1995,0
1143,thls,0
1144,hazardous,1
1145,Nomlnees,1
1146,"number""",1
1147,"Phosgene,",1
1148,3,0
1149,proposal,1
1150,a,1
1151,Meetlns,0
1152,terms,1
1153,all,1
1154,Roland's,1
1155,the,1
1156,the,1
1157,CMA,1
1158,Hlth,0
1159,Energy,0
1160,the,1
1161,"5,",0
1162,llmlted,0
1163,They,1
1164,EPA,1
1165,the,1
1166,PMN,1
1167,major,1
1168,related,1
1169,publlc,0
1170,and,1
1171,exclse,1
1172,expanded,1
1173,and,1
1174,conslderatlon,0
1175,Significant,0
1176,effectlve,0
1177,authorlzed,0
1178,naad,1
1179,baan,1
1180,unplemented,0
1181,provlded,0
1182,relnforced,0
1183,373917.,0
1184,coalltlons,0
1185,belleves,1
1186,current,1
1187,017,0
1188,new,1
1189,the,1
1190,permm,1
1191,from,1
1192,Those,1
1193,appeal,1
1194,ovmwmw,0
1195,Conslstent,0
1196,partlcularly,0
1197,report,1
1198,retrospectlve,0
1199,15,0
1200,to,1
1201,Center,1
1202,hearlngs,0
1203,"October,",1
1204,your,1
1205,1ntended,0
1206,by,0
1207,were,1
1208,products,0
1209,regulatlons,0
1210,1n,0
1211,thls,0
1212,"Esuers,",1
1213,EPA,1
1214,language,1
1215,belng,1
1216,will,1
1217,be,1
1218,unlverse,1
1219,offman,1
1220,revlew,1
1221,and,1
1222,by,0
1223,7,0
1224,not,1
1225,belng,1
1226,the,1
1227,has,1
1228,"Harblson,",0
1229,prducts,0
1230,dlstrlbuted.,0
1231,0,0
1232,met,1
1233,provlde,1
1234,for,1
1235,number,1
1236,1n,0
1237,seventeen,1
1238,sesslon.,1
1239,ha,1
1240,for,1
1241,the,1
1242,of,1
1243,addressed,1
1244,a,1
1245,on,1
1246,be,1
1247,value,1
1248,EPA,1
1249,hearlngs,0
1250,EMERGENCIES.,1
1251,less,1
1252,support,1
1253,the,1
1254,Hlth,0
1255,the,1
1256,flclency,0
1257,we,1
1258,rulemaklng,0
1259,represent,1
1260,new,1
1261,members,1
1262,that,1
1263,of,1
1264,a,1
1265,and,1
1266,reportlng,0
1267,Pont,1
1268,...attar5.,0
1269,PA.,1
1270,appears,1
1271,Dxlde,1
1272,September,0
1273,Id,1
1274,will,1
1275,many,1
1276,late,1
1277,Panel's,1
1278,means,1
1279,approved,1
1280,pl.ce*,1
1281,separately,0
1282,emergency,0
1283,:'I,1
1284,these,1
1285,such,1
1286,1nstalled.,0
1287,"11,100",0
1288,1ncoma,0
1289,program,1
1290,federal,1
1291,TRADE,1
1292,11cm,0
1293,reform,1
1294,to,1
1295,correctlve,0
1296,The,1
1297,three:,1
1298,of,1
1299,the,1
1300,at,1
1301,terms,1
1302,ectlon,1
1303,be,1
1304,John,1
1305,Tank,1
1306,Salem,1
1307,and,1
1308,and,1
1309,Congress,1
1310,or,1
1311,to,1
1312,chance,1
1313,system.,0
1314,15,0
1315,goal,1
1316,electlon,1
1317,the,1
1318,1995,0
1319,The,1
1320,provlslons,0
1321,and,1
1322,Internatlonal,0
1323,the,1
1324,they,1
1325,bulld,1
1326,mule,1
1327,a,1
1328,the,1
1329,reported,1
1330,Exposure.,1
1331,A,1
1332,these,1
1333,1n,0
1334,Willlam,0
1335,health,1
1336,Pollcy,0
1337,negotlatlng,0
1338,standlng,0
1339,will,1
1340,the,1
1341,worker,1
1342,for,1
1343,Interface,1
1344,In,1
1345,meet,1
1346,manner.,1
1347,productlon,0
1348,1n,0
1349,m,0
1350,1n,0
1351,granted,1
1352,"Coalltlon"",",0
1353,flnal,1
1354,0F,0
1355,focus,1
1356,1n,0
1357,Research,1
1358,Feedstock:,0
1359,Speclal,1
1360,~12:nn,0
1361,months,1
1362,compensatlon,0
1363,to,1
1364,I,1
1365,THESE,1
1366,m,0
1367,1ncreased,0
1368,interim,1
1369,15,0
1370,STAFF,1
1371,H.,1
1372,At,1
1373,CMA,1
1374,securlty,0
1375,of,1
1376,key,1
1377,and,1
1378,documents,0
1379,the,1
1380,BOARD,1
1381,end,1
1382,must,1
1383,1n,0
1384,remalned,1
1385,Hlth,0
1386,15,0
1387,1n,0
1388,meet,1
1389,allegatlons,0
1390,and,1
1391,and,1
1392,has,1
1393,In,1
1394,Spills,0
1395,the,1
1396,v.,0
1397,product,1
1398,add,1
1399,issue.,1
1400,a,1
1401,Significant,0
1402,PUBLIC,1
1403,The,1
1404,llkely,0
1405,A.,1
1406,new,1
1407,dar,1
1408,1n,0
1409,"and,",1
1410,Congress,1
1411,m,0
1412,coranerclal.,0
1413,the,1
1414,these,1
1415,much,1
1416,generate,1
1417,the,1
1418,reorganlzatlon,0
1419,Since,1
1420,solld,1
1421,for,1
1422,new,1
1423,or,1
1424,does:,1
1425,the,1
1426,to,1
1427,that,1
1428,Dbjectlves,0
1429,October,1
1430,members,1
1431,thls,0
1432,report,1
1433,as,1
1434,reportlng,0
1435,to,1
1436,Vlctlm,0
1437,"leglslatlon,",0
1438,as,1
1439,mm.,0
1440,the,1
1441,CoNco,1
1442,glven,1
1443,and,1
1444,"elements,",1
1445,burden,1
1446,offlclals,0
1447,sought,1
1448,a,1
1449,"22,",0
1450,emergency,0
1451,the,1
1452,for,1
1453,and,1
1454,these,1
1455,the,1
1456,impose,1
1457,cholaesi,1
1458,Bank.,1
1459,and,1
1460,as.up*toidate,0
1461,use,1
1462,3111,0
1463,eff-rts,0
1464,I,1
1465,"and,",1
1466,Cemlcal,1
1467,of,1
1468,Tuesday,1
1469,TRADE;,0
1470,groups,1
1471,to,1
1472,1n,0
1473,for,1
1474,m,0
1475,promulgated,0
1476,"Newsmakers,",0
1477,comments,1
1478,are,1
1479,and,1
1480,thls,0
1481,chemlcal,0
1482,of,1
1483,Imported,0
1484,three,1
1485,the,1
1486,the,1
1487,"chemlcal,",0
1488,"""bottomillne",0
1489,would,1
1490,and,1
1491,trlethylene,0
1492,cm:,0
1493,rellance,1
1494,Board,1
1495,1935.,0
1496,UNDER,1
1497,natlons,1
1498,local,1
1499,early,1
1500,date.,1
1501,respond,1
1502,Uniform,1
1503,1n,0
1504,1nhalatlon,0
1505,Congresslonal,0
1506,and,1
1507,NALCD,1
1508,A,1
1509,testlfy,0
1510,conceals,1
1511,unemployment,0
1512,appreclated.,0
1513,as,1
1514,other,1
1515,Leglslatlve,0
1516,easytoistate,0
1517,House,1
1518,Rlng,0
1519,llkely,0
1520,reduce,1
1521,the,1
1522,transportatlon,0
1523,and,1
1524,Commlttees.,0
1525,has,1
1526,recent,1
1527,requests,1
1528,year.,1
1529,are,1
1530,dlrectly,0
1531,inquiries,1
1532,Commlttee.,0
1533,split,1
1534,Standards.,0
1535,months,1
1536,Relatlons,1
1537,evldently,0
1538,"Inc.,",0
1539,CMA,1
1540,baan,1
1541,"above,",1
1542,1,0
1543,for,1
1544,the,1
1545,For,1
1546,1ndustry,0
1547,Commlttee.,0
1548,"1934,",0
1549,further,1
1550,of,1
1551,who,1
1552,Th1:,0
1553,3:00,0
1554,Commlttee,0
1555,Internatlonal,0
1556,was,1
1557,27,0
1558,exposed,1
1559,and,1
1560,Brownlng,0
1561,staffs,0
1562,ethlcs.,0
1563,amendments.,0
1564,Will,1
1565,the,1
1566,to,1
1567,together,1
1568,1n,0
1569,to,1
1570,1nterstate,0
1571,1ndustrlal,0
1572,the,1
1573,v.5.,0
1574,latlon,1
1575,by,0
1576,potentlally,0
1577,and,1
1578,THAT,1
1579,enforcement,0
1580,provlde,1
1581,to,1
1582,1ndustrlal,0
1583,1nvolved.,0
1584,Publlc,0
1585,"revenues,",1
1586,the,1
1587,butadlene,1
1588,should,1
1589,more,1
1590,15,0
1591,level.,1
1592,also,1
1593,serlously,0
1594,a,1
1595,a,1
1596,will,1
1597,accumulated,0
1598,The,1
1599,1n,0
1600,timing,1
1601,Chalman,1
1602,result,1
1603,CMA,1
1604,£11m,0
1605,1:5,0
1606,several,1
1607,seemg,1
1608,Cosnlttee's,0
1609,report,1
1610,cllmatE.,0
1611,Health,1
1612,perlod,1
1613,cltles.,0
1614,Ethylene,0
1615,that,1
1616,recommendatlons,0
1617,15,0
1618,Interagency,0
1619,addltlonal,0
1620,the,1
1621,teratology,0
1622,at,1
1623,and,1
1624,to,1
1625,Edwln,0
1626,meantlme.,1
1627,1mprove,0
1628,Advlsory,0
1629,on,1
1630,contlnues,0
1631,mllllon.,0
1632,m,0
1633,placement,0
1634,these,1
1635,early,1
1636,the,1
1637,"b111,",0
1638,the,1
1639,as,1
1640,the,1
1641,for,1
1642,11mm.,0
1643,thelr,1
1644,Secretary,0
1645,concentrate,1
1646,was,1
1647,to,1
1648,followlng,0
1649,chemlcal,0
1650,should,1
1651,037039,0
1652,CHEMISTS,1
1653,conversatlon,0
1654,the,1
1655,preparatlon,0
1656,of,1
1657,The,1
1658,concerned,1
1659,Inc.,0
1660,soLm,1
1661,surplus,1
1662,Chemlcal,0
1663,revlslng,0
1664,for,1
1665,Testlng,0
1666,PCBe.,0
1667,of,1
1668,the,1
1669,"""Mr.",1
1670,project.,1
1671,on,1
1672,for,1
1673,leglslatlon.,0
1674,R.,1
1675,because,1
1676,"1937,",0
1677,collateral,1
1678,"$13,555,500",0
1679,leglslatlve,0
1680,toward,1
1681,tax,1
1682,recosnended,0
1683,Hsc,1
1684,Senate,1
1685,see,1
1686,1n,0
1687,...How.rd,0
1688,"Septmber,",0
1689,the,1
1690,all,1
1691,both,1
1692,Chalrman,0
1693,effects,1
1694,initiatives,1
1695,contlnue,1
1696,has,1
1697,frultful.,0
1698,m,0
1699,of,1
1700,t,0
1701,fr,0
1702,among,1
1703,actlon,1
1704,Groundwater,0
1705,a,1
1706,EBA,1
1707,closely,1
1708,luvplementatlon,0
1709,Refom,1
1710,on,1
1711,change,1
1712,"antlelpatlon,",0
1713,v.5,0
1714,Will,1
1715,orlentd,1
1716,of,1
1717,the,1
1718,coalltlon.,0
1719,K.,1
1720,by,0
1721,Management,1
1722,pretreatment,0
1723,contalned,1
1724,own,1
1725,15,0
1726,have,1
1727,to,1
1728,1n,0
1729,1995,0
1730,by,0
